Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40.00,No,Travel_Frequently,530.00,Research & Development,1.00,4.00,Life Sciences,1.00,119.00,3.00,Male,78.00,2.00,4.00,Healthcare Representative,2.00,Married,13503.00,14115.00,1.00,Y,No,22.00,4.00,4.00,80.00,1.00,22.00,3.00,2.00,22.00,3.00,11.00,11.00
51.00,No,Travel_Rarely,632.00,Sales,21.00,4.00,Marketing,1.00,120.00,3.00,Male,71.00,3.00,2.00,Sales Executive,4.00,Single,5441.00,8423.00,0.00,Y,Yes,22.00,4.00,4.00,80.00,0.00,11.00,2.00,1.00,10.00,7.00,1.00,0.00
30.00,No,Travel_Rarely,1334.00,Sales,4.00,2.00,Medical,1.00,121.00,3.00,Female,63.00,2.00,2.00,Sales Executive,2.00,Divorced,5209.00,19760.00,1.00,Y,Yes,12.00,3.00,2.00,80.00,3.00,11.00,4.00,2.00,11.00,8.00,2.00,7.00
46.00,No,Travel_Frequently,638.00,Research & Development,1.00,3.00,Medical,1.00,124.00,3.00,Male,40.00,2.00,3.00,Healthcare Representative,1.00,Married,10673.00,3142.00,2.00,Y,Yes,13.00,3.00,3.00,80.00,1.00,21.00,5.00,2.00,10.00,9.00,9.00,5.00
32.00,No,Travel_Rarely,1093.00,Sales,6.00,4.00,Medical,1.00,125.00,2.00,Male,87.00,3.00,2.00,Sales Executive,3.00,Single,5010.00,24301.00,1.00,Y,No,16.00,3.00,1.00,80.00,0.00,12.00,0.00,3.00,11.00,8.00,5.00,7.00
54.00,No,Travel_Rarely,1217.00,Research & Development,2.00,4.00,Technical Degree,1.00,126.00,1.00,Female,60.00,3.00,3.00,Research Director,3.00,Married,13549.00,24001.00,9.00,Y,No,12.00,3.00,1.00,80.00,1.00,16.00,5.00,1.00,4.00,3.00,0.00,3.00
24.00,No,Travel_Rarely,1353.00,Sales,3.00,2.00,Other,1.00,128.00,1.00,Female,33.00,3.00,2.00,Sales Executive,3.00,Married,4999.00,17519.00,0.00,Y,No,21.00,4.00,1.00,80.00,1.00,4.00,2.00,2.00,3.00,2.00,0.00,2.00
28.00,No,Non-Travel,120.00,Sales,4.00,3.00,Medical,1.00,129.00,2.00,Male,43.00,3.00,2.00,Sales Executive,3.00,Married,4221.00,8863.00,1.00,Y,No,15.00,3.00,2.00,80.00,0.00,5.00,3.00,4.00,5.00,4.00,0.00,4.00
58.00,No,Travel_Rarely,682.00,Sales,10.00,4.00,Medical,1.00,131.00,4.00,Male,37.00,3.00,4.00,Sales Executive,3.00,Single,13872.00,24409.00,0.00,Y,No,13.00,3.00,3.00,80.00,0.00,38.00,1.00,2.00,37.00,10.00,1.00,8.00
44.00,No,Non-Travel,489.00,Research & Development,23.00,3.00,Medical,1.00,132.00,2.00,Male,67.00,3.00,2.00,Laboratory Technician,2.00,Married,2042.00,25043.00,4.00,Y,No,12.00,3.00,3.00,80.00,1.00,17.00,3.00,4.00,3.00,2.00,1.00,2.00
37.00,Yes,Travel_Rarely,807.00,Human Resources,6.00,4.00,Human Resources,1.00,133.00,3.00,Male,63.00,3.00,1.00,Human Resources,1.00,Divorced,2073.00,23648.00,4.00,Y,Yes,22.00,4.00,4.00,80.00,0.00,7.00,3.00,3.00,3.00,2.00,0.00,2.00
32.00,No,Travel_Rarely,827.00,Research & Development,1.00,1.00,Life Sciences,1.00,134.00,4.00,Male,71.00,3.00,1.00,Research Scientist,1.00,Single,2956.00,15178.00,1.00,Y,No,13.00,3.00,4.00,80.00,0.00,1.00,2.00,3.00,1.00,0.00,0.00,0.00
20.00,Yes,Travel_Frequently,871.00,Research & Development,6.00,3.00,Life Sciences,1.00,137.00,4.00,Female,66.00,2.00,1.00,Laboratory Technician,4.00,Single,2926.00,19783.00,1.00,Y,Yes,18.00,3.00,2.00,80.00,0.00,1.00,5.00,3.00,1.00,0.00,1.00,0.00
34.00,No,Travel_Rarely,665.00,Research & Development,6.00,4.00,Other,1.00,138.00,1.00,Female,41.00,3.00,2.00,Research Scientist,3.00,Single,4809.00,12482.00,1.00,Y,No,14.00,3.00,3.00,80.00,0.00,16.00,3.00,3.00,16.00,13.00,2.00,10.00
37.00,No,Non-Travel,1040.00,Research & Development,2.00,2.00,Life Sciences,1.00,139.00,3.00,Male,100.00,2.00,2.00,Healthcare Representative,4.00,Divorced,5163.00,15850.00,5.00,Y,No,14.00,3.00,4.00,80.00,1.00,17.00,2.00,4.00,1.00,0.00,0.00,0.00
59.00,No,Non-Travel,1420.00,Human Resources,2.00,4.00,Human Resources,1.00,140.00,3.00,Female,32.00,2.00,5.00,Manager,4.00,Married,18844.00,21922.00,9.00,Y,No,21.00,4.00,4.00,80.00,1.00,30.00,3.00,3.00,3.00,2.00,2.00,2.00
50.00,No,Travel_Frequently,1115.00,Research & Development,1.00,3.00,Life Sciences,1.00,141.00,1.00,Female,73.00,3.00,5.00,Research Director,2.00,Married,18172.00,9755.00,3.00,Y,Yes,19.00,3.00,1.00,80.00,0.00,28.00,1.00,2.00,8.00,3.00,0.00,7.00
25.00,Yes,Travel_Rarely,240.00,Sales,5.00,3.00,Marketing,1.00,142.00,3.00,Male,46.00,2.00,2.00,Sales Executive,3.00,Single,5744.00,26959.00,1.00,Y,Yes,11.00,3.00,4.00,80.00,0.00,6.00,1.00,3.00,6.00,4.00,0.00,3.00
25.00,No,Travel_Rarely,1280.00,Research & Development,7.00,1.00,Medical,1.00,143.00,4.00,Male,64.00,2.00,1.00,Research Scientist,4.00,Married,2889.00,26897.00,1.00,Y,No,11.00,3.00,3.00,80.00,2.00,2.00,2.00,3.00,2.00,2.00,2.00,1.00
22.00,No,Travel_Rarely,534.00,Research & Development,15.00,3.00,Medical,1.00,144.00,2.00,Female,59.00,3.00,1.00,Laboratory Technician,4.00,Single,2871.00,23785.00,1.00,Y,No,15.00,3.00,3.00,80.00,0.00,1.00,5.00,3.00,0.00,0.00,0.00,0.00
51.00,No,Travel_Frequently,1456.00,Research & Development,1.00,4.00,Medical,1.00,145.00,1.00,Female,30.00,2.00,3.00,Healthcare Representative,1.00,Single,7484.00,25796.00,3.00,Y,No,20.00,4.00,3.00,80.00,0.00,23.00,1.00,2.00,13.00,12.00,12.00,8.00
34.00,Yes,Travel_Frequently,658.00,Research & Development,7.00,3.00,Life Sciences,1.00,147.00,1.00,Male,66.00,1.00,2.00,Laboratory Technician,3.00,Single,6074.00,22887.00,1.00,Y,Yes,24.00,4.00,4.00,80.00,0.00,9.00,3.00,3.00,9.00,7.00,0.00,6.00
54.00,No,Non-Travel,142.00,Human Resources,26.00,3.00,Human Resources,1.00,148.00,4.00,Female,30.00,4.00,4.00,Manager,4.00,Single,17328.00,13871.00,2.00,Y,Yes,12.00,3.00,3.00,80.00,0.00,23.00,3.00,3.00,5.00,3.00,4.00,4.00
24.00,No,Travel_Rarely,1127.00,Research & Development,18.00,1.00,Life Sciences,1.00,150.00,2.00,Male,52.00,3.00,1.00,Laboratory Technician,3.00,Married,2774.00,13257.00,0.00,Y,No,12.00,3.00,3.00,80.00,1.00,6.00,2.00,3.00,5.00,3.00,1.00,2.00
34.00,No,Travel_Rarely,1031.00,Research & Development,6.00,4.00,Life Sciences,1.00,151.00,3.00,Female,45.00,2.00,2.00,Research Scientist,2.00,Divorced,4505.00,15000.00,6.00,Y,No,15.00,3.00,3.00,80.00,1.00,12.00,3.00,3.00,1.00,0.00,0.00,0.00
37.00,No,Travel_Rarely,1189.00,Sales,3.00,3.00,Life Sciences,1.00,152.00,3.00,Male,87.00,3.00,3.00,Sales Executive,4.00,Single,7428.00,14506.00,2.00,Y,No,12.00,3.00,1.00,80.00,0.00,12.00,3.00,3.00,5.00,3.00,1.00,3.00
34.00,No,Travel_Rarely,1354.00,Research & Development,5.00,3.00,Medical,1.00,153.00,3.00,Female,45.00,2.00,3.00,Manager,1.00,Single,11631.00,5615.00,2.00,Y,No,12.00,3.00,4.00,80.00,0.00,14.00,6.00,3.00,11.00,10.00,5.00,8.00
36.00,No,Travel_Frequently,1467.00,Sales,11.00,2.00,Technical Degree,1.00,154.00,2.00,Female,92.00,3.00,3.00,Sales Executive,4.00,Married,9738.00,22952.00,0.00,Y,No,14.00,3.00,3.00,80.00,1.00,10.00,6.00,3.00,9.00,7.00,2.00,8.00
36.00,No,Travel_Rarely,922.00,Research & Development,3.00,2.00,Life Sciences,1.00,155.00,1.00,Female,39.00,3.00,1.00,Laboratory Technician,4.00,Divorced,2835.00,2561.00,5.00,Y,No,22.00,4.00,1.00,80.00,1.00,7.00,2.00,3.00,1.00,0.00,0.00,0.00
43.00,No,Travel_Frequently,394.00,Sales,26.00,2.00,Life Sciences,1.00,158.00,3.00,Male,92.00,3.00,4.00,Manager,4.00,Married,16959.00,19494.00,1.00,Y,Yes,12.00,3.00,4.00,80.00,2.00,25.00,3.00,4.00,25.00,12.00,4.00,12.00
30.00,No,Travel_Frequently,1312.00,Research & Development,23.00,3.00,Life Sciences,1.00,159.00,1.00,Male,96.00,1.00,1.00,Research Scientist,3.00,Divorced,2613.00,22310.00,1.00,Y,No,25.00,4.00,3.00,80.00,3.00,10.00,2.00,2.00,10.00,7.00,0.00,9.00
33.00,No,Non-Travel,750.00,Sales,22.00,2.00,Marketing,1.00,160.00,3.00,Male,95.00,3.00,2.00,Sales Executive,2.00,Married,6146.00,15480.00,0.00,Y,No,13.00,3.00,1.00,80.00,1.00,8.00,2.00,4.00,7.00,7.00,0.00,7.00
56.00,Yes,Travel_Rarely,441.00,Research & Development,14.00,4.00,Life Sciences,1.00,161.00,2.00,Female,72.00,3.00,1.00,Research Scientist,2.00,Married,4963.00,4510.00,9.00,Y,Yes,18.00,3.00,1.00,80.00,3.00,7.00,2.00,3.00,5.00,4.00,4.00,3.00
51.00,No,Travel_Rarely,684.00,Research & Development,6.00,3.00,Life Sciences,1.00,162.00,1.00,Male,51.00,3.00,5.00,Research Director,3.00,Single,19537.00,6462.00,7.00,Y,No,13.00,3.00,3.00,80.00,0.00,23.00,5.00,3.00,20.00,18.00,15.00,15.00
31.00,Yes,Travel_Rarely,249.00,Sales,6.00,4.00,Life Sciences,1.00,163.00,2.00,Male,76.00,1.00,2.00,Sales Executive,3.00,Married,6172.00,20739.00,4.00,Y,Yes,18.00,3.00,2.00,80.00,0.00,12.00,3.00,2.00,7.00,7.00,7.00,7.00
26.00,No,Travel_Rarely,841.00,Research & Development,6.00,3.00,Other,1.00,164.00,3.00,Female,46.00,2.00,1.00,Research Scientist,2.00,Married,2368.00,23300.00,1.00,Y,No,19.00,3.00,3.00,80.00,0.00,5.00,3.00,2.00,5.00,4.00,4.00,3.00
58.00,Yes,Travel_Rarely,147.00,Research & Development,23.00,4.00,Medical,1.00,165.00,4.00,Female,94.00,3.00,3.00,Healthcare Representative,4.00,Married,10312.00,3465.00,1.00,Y,No,12.00,3.00,4.00,80.00,1.00,40.00,3.00,2.00,40.00,10.00,15.00,6.00
19.00,Yes,Travel_Rarely,528.00,Sales,22.00,1.00,Marketing,1.00,167.00,4.00,Male,50.00,3.00,1.00,Sales Representative,3.00,Single,1675.00,26820.00,1.00,Y,Yes,19.00,3.00,4.00,80.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00
22.00,No,Travel_Rarely,594.00,Research & Development,2.00,1.00,Technical Degree,1.00,169.00,3.00,Male,100.00,3.00,1.00,Laboratory Technician,4.00,Married,2523.00,19299.00,0.00,Y,No,14.00,3.00,3.00,80.00,1.00,3.00,2.00,3.00,2.00,1.00,2.00,1.00
49.00,No,Travel_Rarely,470.00,Research & Development,20.00,4.00,Medical,1.00,170.00,3.00,Female,96.00,3.00,2.00,Manufacturing Director,1.00,Married,6567.00,5549.00,1.00,Y,No,14.00,3.00,3.00,80.00,0.00,16.00,2.00,2.00,15.00,11.00,5.00,11.00
43.00,No,Travel_Frequently,957.00,Research & Development,28.00,3.00,Medical,1.00,171.00,2.00,Female,72.00,4.00,1.00,Research Scientist,3.00,Single,4739.00,16090.00,4.00,Y,No,12.00,3.00,4.00,80.00,0.00,18.00,2.00,3.00,3.00,2.00,1.00,2.00
50.00,No,Travel_Frequently,809.00,Sales,12.00,3.00,Marketing,1.00,174.00,3.00,Female,77.00,3.00,3.00,Sales Executive,4.00,Single,9208.00,6645.00,4.00,Y,No,11.00,3.00,4.00,80.00,0.00,16.00,3.00,3.00,2.00,2.00,2.00,1.00
31.00,Yes,Travel_Rarely,542.00,Sales,20.00,3.00,Life Sciences,1.00,175.00,2.00,Female,71.00,1.00,2.00,Sales Executive,3.00,Married,4559.00,24788.00,3.00,Y,Yes,11.00,3.00,3.00,80.00,1.00,4.00,2.00,3.00,2.00,2.00,2.00,2.00
41.00,No,Travel_Rarely,802.00,Sales,9.00,1.00,Life Sciences,1.00,176.00,3.00,Male,96.00,3.00,3.00,Sales Executive,3.00,Divorced,8189.00,21196.00,3.00,Y,Yes,13.00,3.00,3.00,80.00,1.00,12.00,2.00,3.00,9.00,7.00,0.00,7.00
26.00,No,Travel_Rarely,1355.00,Human Resources,25.00,1.00,Life Sciences,1.00,177.00,3.00,Female,61.00,3.00,1.00,Human Resources,3.00,Married,2942.00,8916.00,1.00,Y,No,23.00,4.00,4.00,80.00,1.00,8.00,3.00,3.00,8.00,7.00,5.00,7.00
36.00,No,Travel_Rarely,216.00,Research & Development,6.00,2.00,Medical,1.00,178.00,2.00,Male,84.00,3.00,2.00,Manufacturing Director,2.00,Divorced,4941.00,2819.00,6.00,Y,No,20.00,4.00,4.00,80.00,2.00,7.00,0.00,3.00,3.00,2.00,0.00,1.00
51.00,Yes,Travel_Frequently,1150.00,Research & Development,8.00,4.00,Life Sciences,1.00,179.00,1.00,Male,53.00,1.00,3.00,Manufacturing Director,4.00,Single,10650.00,25150.00,2.00,Y,No,15.00,3.00,4.00,80.00,0.00,18.00,2.00,3.00,4.00,2.00,0.00,3.00
39.00,No,Travel_Rarely,1329.00,Sales,4.00,4.00,Life Sciences,1.00,182.00,4.00,Female,47.00,2.00,2.00,Sales Executive,3.00,Married,5902.00,14590.00,4.00,Y,No,14.00,3.00,3.00,80.00,1.00,17.00,1.00,4.00,15.00,11.00,5.00,9.00
25.00,No,Travel_Rarely,959.00,Sales,28.00,3.00,Life Sciences,1.00,183.00,1.00,Male,41.00,2.00,2.00,Sales Executive,3.00,Married,8639.00,24835.00,2.00,Y,No,18.00,3.00,4.00,80.00,0.00,6.00,3.00,3.00,2.00,2.00,2.00,2.00
30.00,No,Travel_Rarely,1240.00,Human Resources,9.00,3.00,Human Resources,1.00,184.00,3.00,Male,48.00,3.00,2.00,Human Resources,4.00,Married,6347.00,13982.00,0.00,Y,Yes,19.00,3.00,4.00,80.00,0.00,12.00,2.00,1.00,11.00,9.00,4.00,7.00
32.00,Yes,Travel_Rarely,1033.00,Research & Development,9.00,3.00,Medical,1.00,190.00,1.00,Female,41.00,3.00,1.00,Laboratory Technician,1.00,Single,4200.00,10224.00,7.00,Y,No,22.00,4.00,1.00,80.00,0.00,10.00,2.00,4.00,5.00,4.00,0.00,4.00
45.00,No,Travel_Rarely,1316.00,Research & Development,29.00,3.00,Medical,1.00,192.00,3.00,Male,83.00,3.00,1.00,Research Scientist,4.00,Single,3452.00,9752.00,5.00,Y,No,13.00,3.00,2.00,80.00,0.00,9.00,2.00,2.00,6.00,5.00,0.00,3.00
38.00,No,Travel_Rarely,364.00,Research & Development,3.00,5.00,Technical Degree,1.00,193.00,4.00,Female,32.00,3.00,2.00,Research Scientist,3.00,Single,4317.00,2302.00,3.00,Y,Yes,20.00,4.00,2.00,80.00,0.00,19.00,2.00,3.00,3.00,2.00,2.00,2.00
30.00,No,Travel_Rarely,438.00,Research & Development,18.00,3.00,Life Sciences,1.00,194.00,1.00,Female,75.00,3.00,1.00,Research Scientist,3.00,Single,2632.00,23910.00,1.00,Y,No,14.00,3.00,3.00,80.00,0.00,5.00,4.00,2.00,5.00,4.00,0.00,4.00
32.00,No,Travel_Frequently,689.00,Sales,9.00,2.00,Medical,1.00,195.00,4.00,Male,35.00,1.00,2.00,Sales Executive,4.00,Divorced,4668.00,22812.00,0.00,Y,No,17.00,3.00,4.00,80.00,3.00,9.00,2.00,4.00,8.00,7.00,0.00,7.00
30.00,No,Travel_Rarely,201.00,Research & Development,5.00,3.00,Technical Degree,1.00,197.00,4.00,Female,84.00,3.00,1.00,Research Scientist,1.00,Divorced,3204.00,10415.00,5.00,Y,No,14.00,3.00,4.00,80.00,1.00,8.00,3.00,3.00,3.00,2.00,2.00,2.00
30.00,No,Travel_Rarely,1427.00,Research & Development,2.00,1.00,Medical,1.00,198.00,2.00,Male,35.00,2.00,1.00,Laboratory Technician,4.00,Single,2720.00,11162.00,0.00,Y,No,13.00,3.00,4.00,80.00,0.00,6.00,3.00,3.00,5.00,3.00,1.00,2.00
41.00,No,Travel_Frequently,857.00,Research & Development,10.00,3.00,Life Sciences,1.00,199.00,4.00,Male,91.00,2.00,4.00,Manager,1.00,Divorced,17181.00,12888.00,4.00,Y,No,13.00,3.00,2.00,80.00,1.00,21.00,2.00,2.00,7.00,6.00,7.00,7.00
41.00,No,Travel_Rarely,933.00,Research & Development,9.00,4.00,Life Sciences,1.00,200.00,3.00,Male,94.00,3.00,1.00,Laboratory Technician,1.00,Married,2238.00,6961.00,2.00,Y,No,21.00,4.00,4.00,80.00,1.00,7.00,2.00,3.00,5.00,0.00,1.00,4.00
19.00,No,Travel_Rarely,1181.00,Research & Development,3.00,1.00,Medical,1.00,201.00,2.00,Female,79.00,3.00,1.00,Laboratory Technician,2.00,Single,1483.00,16102.00,1.00,Y,No,14.00,3.00,4.00,80.00,0.00,1.00,3.00,3.00,1.00,0.00,0.00,0.00
40.00,No,Travel_Frequently,1395.00,Research & Development,26.00,3.00,Medical,1.00,202.00,2.00,Female,54.00,3.00,2.00,Research Scientist,2.00,Divorced,5605.00,8504.00,1.00,Y,No,11.00,3.00,1.00,80.00,1.00,20.00,2.00,3.00,20.00,7.00,2.00,13.00
35.00,No,Travel_Rarely,662.00,Sales,1.00,5.00,Marketing,1.00,204.00,3.00,Male,94.00,3.00,3.00,Sales Executive,2.00,Married,7295.00,11439.00,1.00,Y,No,13.00,3.00,1.00,80.00,2.00,10.00,3.00,3.00,10.00,8.00,0.00,6.00
53.00,No,Travel_Rarely,1436.00,Sales,6.00,2.00,Marketing,1.00,205.00,2.00,Male,34.00,3.00,2.00,Sales Representative,3.00,Married,2306.00,16047.00,2.00,Y,Yes,20.00,4.00,4.00,80.00,1.00,13.00,3.00,1.00,7.00,7.00,4.00,5.00
45.00,No,Travel_Rarely,194.00,Research & Development,9.00,3.00,Life Sciences,1.00,206.00,2.00,Male,60.00,3.00,2.00,Laboratory Technician,2.00,Divorced,2348.00,10901.00,8.00,Y,No,18.00,3.00,3.00,80.00,1.00,20.00,2.00,1.00,17.00,9.00,0.00,15.00
32.00,No,Travel_Frequently,967.00,Sales,8.00,3.00,Marketing,1.00,207.00,2.00,Female,43.00,3.00,3.00,Sales Executive,4.00,Single,8998.00,15589.00,1.00,Y,No,14.00,3.00,4.00,80.00,0.00,9.00,2.00,3.00,9.00,8.00,3.00,7.00
29.00,No,Non-Travel,1496.00,Research & Development,1.00,1.00,Technical Degree,1.00,208.00,4.00,Male,41.00,3.00,2.00,Manufacturing Director,3.00,Married,4319.00,26283.00,1.00,Y,No,13.00,3.00,1.00,80.00,1.00,10.00,1.00,3.00,10.00,7.00,0.00,9.00
51.00,No,Travel_Rarely,1169.00,Research & Development,7.00,4.00,Medical,1.00,211.00,2.00,Male,34.00,2.00,2.00,Manufacturing Director,3.00,Married,6132.00,13983.00,2.00,Y,No,17.00,3.00,3.00,80.00,0.00,10.00,2.00,3.00,1.00,0.00,0.00,0.00
58.00,No,Travel_Rarely,1145.00,Research & Development,9.00,3.00,Medical,1.00,214.00,2.00,Female,75.00,2.00,1.00,Research Scientist,2.00,Married,3346.00,11873.00,4.00,Y,Yes,20.00,4.00,2.00,80.00,1.00,9.00,3.00,2.00,1.00,0.00,0.00,0.00
40.00,No,Travel_Rarely,630.00,Sales,4.00,4.00,Marketing,1.00,215.00,3.00,Male,67.00,2.00,3.00,Sales Executive,4.00,Married,10855.00,8552.00,7.00,Y,No,11.00,3.00,1.00,80.00,1.00,15.00,2.00,2.00,12.00,11.00,2.00,11.00
34.00,No,Travel_Frequently,303.00,Sales,2.00,4.00,Marketing,1.00,216.00,3.00,Female,75.00,3.00,1.00,Sales Representative,3.00,Married,2231.00,11314.00,6.00,Y,No,18.00,3.00,4.00,80.00,1.00,6.00,3.00,3.00,4.00,3.00,1.00,2.00
22.00,No,Travel_Rarely,1256.00,Research & Development,19.00,1.00,Medical,1.00,217.00,3.00,Male,80.00,3.00,1.00,Research Scientist,4.00,Married,2323.00,11992.00,1.00,Y,No,24.00,4.00,1.00,80.00,2.00,2.00,6.00,3.00,2.00,2.00,2.00,2.00
27.00,No,Non-Travel,691.00,Research & Development,9.00,3.00,Medical,1.00,218.00,4.00,Male,57.00,3.00,1.00,Research Scientist,2.00,Divorced,2024.00,5970.00,6.00,Y,No,18.00,3.00,4.00,80.00,1.00,6.00,1.00,1.00,2.00,2.00,2.00,2.00
28.00,No,Travel_Rarely,440.00,Research & Development,21.00,3.00,Medical,1.00,221.00,3.00,Male,42.00,3.00,1.00,Research Scientist,4.00,Married,2713.00,6672.00,1.00,Y,No,11.00,3.00,3.00,80.00,1.00,5.00,2.00,1.00,5.00,2.00,0.00,2.00
57.00,No,Travel_Rarely,334.00,Research & Development,24.00,2.00,Life Sciences,1.00,223.00,3.00,Male,83.00,4.00,3.00,Healthcare Representative,4.00,Divorced,9439.00,23402.00,3.00,Y,Yes,16.00,3.00,2.00,80.00,1.00,12.00,2.00,1.00,5.00,3.00,1.00,4.00
27.00,No,Non-Travel,1450.00,Research & Development,3.00,3.00,Medical,1.00,224.00,3.00,Male,79.00,2.00,1.00,Research Scientist,3.00,Divorced,2566.00,25326.00,1.00,Y,Yes,15.00,3.00,4.00,80.00,1.00,1.00,2.00,2.00,1.00,1.00,0.00,1.00
50.00,No,Travel_Rarely,1452.00,Research & Development,11.00,3.00,Life Sciences,1.00,226.00,3.00,Female,53.00,3.00,5.00,Manager,2.00,Single,19926.00,17053.00,3.00,Y,No,15.00,3.00,2.00,80.00,0.00,21.00,5.00,3.00,5.00,4.00,4.00,4.00
41.00,No,Travel_Rarely,465.00,Research & Development,14.00,3.00,Life Sciences,1.00,227.00,1.00,Male,56.00,3.00,1.00,Research Scientist,3.00,Divorced,2451.00,4609.00,4.00,Y,No,12.00,3.00,1.00,80.00,1.00,13.00,2.00,3.00,9.00,8.00,1.00,8.00
30.00,No,Travel_Rarely,1339.00,Sales,5.00,3.00,Life Sciences,1.00,228.00,2.00,Female,41.00,3.00,3.00,Sales Executive,4.00,Married,9419.00,8053.00,2.00,Y,No,12.00,3.00,3.00,80.00,1.00,12.00,2.00,3.00,10.00,9.00,7.00,4.00
38.00,No,Travel_Rarely,702.00,Sales,1.00,4.00,Life Sciences,1.00,230.00,1.00,Female,59.00,2.00,2.00,Sales Executive,4.00,Single,8686.00,12930.00,4.00,Y,No,22.00,4.00,3.00,80.00,0.00,12.00,2.00,4.00,8.00,3.00,0.00,7.00
32.00,No,Travel_Rarely,120.00,Research & Development,6.00,5.00,Life Sciences,1.00,231.00,3.00,Male,43.00,3.00,1.00,Research Scientist,3.00,Single,3038.00,12430.00,3.00,Y,No,20.00,4.00,1.00,80.00,0.00,8.00,2.00,3.00,5.00,4.00,1.00,4.00
27.00,No,Travel_Rarely,1157.00,Research & Development,17.00,3.00,Technical Degree,1.00,233.00,3.00,Male,51.00,3.00,1.00,Research Scientist,2.00,Married,3058.00,13364.00,0.00,Y,Yes,16.00,3.00,4.00,80.00,1.00,6.00,3.00,2.00,5.00,2.00,1.00,1.00
19.00,Yes,Travel_Frequently,602.00,Sales,1.00,1.00,Technical Degree,1.00,235.00,3.00,Female,100.00,1.00,1.00,Sales Representative,1.00,Single,2325.00,20989.00,0.00,Y,No,21.00,4.00,1.00,80.00,0.00,1.00,5.00,4.00,0.00,0.00,0.00,0.00
36.00,No,Travel_Frequently,1480.00,Research & Development,3.00,2.00,Medical,1.00,238.00,4.00,Male,30.00,3.00,1.00,Laboratory Technician,2.00,Single,2088.00,15062.00,4.00,Y,No,12.00,3.00,3.00,80.00,0.00,13.00,3.00,2.00,8.00,7.00,7.00,2.00
30.00,No,Non-Travel,111.00,Research & Development,9.00,3.00,Medical,1.00,239.00,3.00,Male,66.00,3.00,2.00,Laboratory Technician,1.00,Divorced,3072.00,11012.00,1.00,Y,No,11.00,3.00,3.00,80.00,2.00,12.00,4.00,3.00,12.00,9.00,6.00,10.00
45.00,No,Travel_Rarely,1268.00,Sales,4.00,2.00,Life Sciences,1.00,240.00,3.00,Female,30.00,3.00,2.00,Sales Executive,1.00,Divorced,5006.00,6319.00,4.00,Y,Yes,11.00,3.00,1.00,80.00,1.00,9.00,3.00,4.00,5.00,4.00,0.00,3.00
56.00,No,Travel_Rarely,713.00,Research & Development,8.00,3.00,Life Sciences,1.00,241.00,3.00,Female,67.00,3.00,1.00,Research Scientist,1.00,Divorced,4257.00,13939.00,4.00,Y,Yes,18.00,3.00,3.00,80.00,1.00,19.00,3.00,3.00,2.00,2.00,2.00,2.00
33.00,No,Travel_Rarely,134.00,Research & Development,2.00,3.00,Life Sciences,1.00,242.00,3.00,Male,90.00,3.00,1.00,Research Scientist,4.00,Single,2500.00,10515.00,0.00,Y,No,14.00,3.00,1.00,80.00,0.00,4.00,2.00,4.00,3.00,1.00,0.00,2.00
19.00,Yes,Travel_Rarely,303.00,Research & Development,2.00,3.00,Life Sciences,1.00,243.00,2.00,Male,47.00,2.00,1.00,Laboratory Technician,4.00,Single,1102.00,9241.00,1.00,Y,No,22.00,4.00,3.00,80.00,0.00,1.00,3.00,2.00,1.00,0.00,1.00,0.00
46.00,No,Travel_Rarely,526.00,Sales,1.00,2.00,Marketing,1.00,244.00,2.00,Female,92.00,3.00,3.00,Sales Executive,1.00,Divorced,10453.00,2137.00,1.00,Y,No,25.00,4.00,3.00,80.00,3.00,24.00,2.00,3.00,24.00,13.00,15.00,7.00
38.00,No,Travel_Rarely,1380.00,Research & Development,9.00,2.00,Life Sciences,1.00,245.00,3.00,Female,75.00,3.00,1.00,Laboratory Technician,4.00,Single,2288.00,6319.00,1.00,Y,No,12.00,3.00,3.00,80.00,0.00,2.00,3.00,3.00,2.00,2.00,2.00,1.00
31.00,No,Travel_Rarely,140.00,Research & Development,12.00,1.00,Medical,1.00,246.00,3.00,Female,95.00,3.00,1.00,Research Scientist,4.00,Married,3929.00,6984.00,8.00,Y,Yes,23.00,4.00,3.00,80.00,1.00,7.00,0.00,3.00,4.00,2.00,0.00,2.00
34.00,No,Travel_Rarely,629.00,Research & Development,27.00,2.00,Medical,1.00,247.00,4.00,Female,95.00,3.00,1.00,Research Scientist,2.00,Single,2311.00,5711.00,2.00,Y,No,15.00,3.00,4.00,80.00,0.00,9.00,3.00,3.00,3.00,2.00,1.00,2.00
